Jm^(L),Jm^(M),(k/u)^(L),(k/u)^(M),u^(L)/u^(M),volf,cirtical strain,cirtical wavenumber
10.0000000 ,10.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0800000 ,0.0805000 ,0.9100000 
100.0000000 ,100.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0800000 ,0.0804000 ,0.9100000 
1000.0000000 ,1000.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0800000 ,0.0804000 ,0.9100000 
0.1000000 ,0.1000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0800000 ,0.0749000 ,0.8400000 
0.2000000 ,0.2000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0800000 ,0.0737000 ,0.8600000 
1.0000000 ,1.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0800000 ,0.0727000 ,0.8700000 
10.0000000 ,10.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0800000 ,0.0725000 ,0.8800000 
100.0000000 ,100.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0800000 ,0.0725000 ,0.8800000 
1000.0000000 ,1000.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0800000 ,0.0725000 ,0.8800000 
0.1000000 ,0.1000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0800000 ,0.0683000 ,0.8200000 
0.2000000 ,0.2000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0800000 ,0.0672000 ,0.8300000 
1.0000000 ,1.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0800000 ,0.0663000 ,0.8400000 
10.0000000 ,10.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0800000 ,0.0662000 ,0.8500000 
100.0000000 ,100.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0800000 ,0.0661000 ,0.8500000 
1000.0000000 ,1000.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0800000 ,0.0661000 ,0.8500000 
0.1000000 ,0.1000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0800000 ,0.0488000 ,0.6900000 
0.2000000 ,0.2000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0800000 ,0.0481000 ,0.7000000 
1.0000000 ,1.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0800000 ,0.0475000 ,0.7100000 
10.0000000 ,10.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0800000 ,0.0474000 ,0.7100000 
100.0000000 ,100.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0800000 ,0.0474000 ,0.7100000 
1000.0000000 ,1000.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0800000 ,0.0474000 ,0.7100000 
0.1000000 ,0.1000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0800000 ,0.0378000 ,0.4400000 
0.2000000 ,0.2000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0800000 ,0.0374000 ,0.4800000 
1.0000000 ,1.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0800000 ,0.0371000 ,0.5200000 
10.0000000 ,10.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0800000 ,0.0370000 ,0.5200000 
100.0000000 ,100.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0800000 ,0.0370000 ,0.5200000 
1000.0000000 ,1000.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0800000 ,0.0370000 ,0.5200000 
0.1000000 ,0.1000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0800000 ,0.0351000 ,0.0001000 
0.2000000 ,0.2000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0800000 ,0.0351000 ,0.0001000 
1.0000000 ,1.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0800000 ,0.0349000 ,0.0001000 
10.0000000 ,10.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0800000 ,0.0349000 ,0.0001000 
100.0000000 ,100.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0800000 ,0.0348000 ,0.0001000 
1000.0000000 ,1000.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0800000 ,0.0348000 ,0.0001000 
0.1000000 ,0.1000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0800000 ,0.0330000 ,0.0101000 
0.2000000 ,0.2000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0800000 ,0.0330000 ,0.0101000 
1.0000000 ,1.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0800000 ,0.0324000 ,0.0001000 
10.0000000 ,10.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0001000 
100.0000000 ,100.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0001000 
1000.0000000 ,1000.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0001000 
0.1000000 ,0.1000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0800000 ,0.0321000 ,0.0001000 
0.2000000 ,0.2000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0001000 
1.0000000 ,1.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0001000 
10.0000000 ,10.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0101000 
100.0000000 ,100.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0101000 
1000.0000000 ,1000.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0101000 
0.1000000 ,0.1000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0800000 ,0.0322000 ,0.0001000 
0.2000000 ,0.2000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0800000 ,0.0322000 ,0.0001000 
1.0000000 ,1.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0001000 
10.0000000 ,10.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0001000 
100.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0800000 ,0.0323000 ,0.0001000 
1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0800000 ,0.0322000 ,0.0001000 
0.1000000 ,0.1000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
0.2000000 ,0.2000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
1.0000000 ,1.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
10.0000000 ,10.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
100.0000000 ,100.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
1000.0000000 ,1000.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
0.1000000 ,0.1000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
0.2000000 ,0.2000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
1.0000000 ,1.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
10.0000000 ,10.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
100.0000000 ,100.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
1000.0000000 ,1000.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
0.1000000 ,0.1000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
0.2000000 ,0.2000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
1.0000000 ,1.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
10.0000000 ,10.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
100.0000000 ,100.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0800000 ,0.0320000 ,0.0001000 
0.1000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0306000 ,1.2000000 
0.2000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0307000 ,1.2200000 
1.0000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0307000 ,1.2400000 
10.0000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0308000 ,1.2400000 
100.0000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0308000 ,1.2400000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0308000 ,1.2400000 
0.1000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0308000 ,1.2000000 
0.2000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0309000 ,1.2300000 
1.0000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0310000 ,1.2500000 
10.0000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0310000 ,1.2500000 
100.0000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0310000 ,1.2500000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0310000 ,1.2500000 
0.1000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0310000 ,1.2100000 
0.2000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0312000 ,1.2400000 
1.0000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0312000 ,1.2600000 
10.0000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0313000 ,1.2600000 
100.0000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0313000 ,1.2600000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0313000 ,1.2600000 
0.1000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0325000 ,1.2500000 
0.2000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0326000 ,1.2800000 
1.0000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0327000 ,1.3000000 
10.0000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0327000 ,1.3100000 
100.0000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0327000 ,1.3100000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0327000 ,1.3100000 
0.1000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0350000 ,1.3200000 
0.2000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0352000 ,1.3500000 
1.0000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0352000 ,1.3800000 
10.0000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0352000 ,1.3900000 
100.0000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0352000 ,1.3900000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0352000 ,1.3900000 
0.1000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0359000 ,1.3400000 
0.2000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0360000 ,1.3700000 
1.0000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0360000 ,1.4000000 
10.0000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0360000 ,1.4100000 
100.0000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0360000 ,1.4100000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0360000 ,1.4100000 
0.1000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0366000 ,1.3600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0367000 ,1.3900000 
1.0000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0367000 ,1.4300000 
10.0000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0367000 ,1.4300000 
100.0000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0367000 ,1.4300000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0367000 ,1.4300000 
0.1000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0368000 ,1.3600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0369000 ,1.4000000 
1.0000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4300000 
10.0000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4400000 
100.0000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4400000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4400000 
0.1000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0369000 ,1.3600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4000000 
1.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4300000 
10.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4400000 
100.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4400000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4400000 
0.1000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.3600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.4000000 
1.0000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4400000 
10.0000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4400000 
100.0000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4500000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4400000 
0.1000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.3600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4100000 
1.0000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4400000 
10.0000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4400000 
100.0000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4500000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4400000 
0.1000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0370000 ,1.3700000 
0.2000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4100000 
1.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0371000 ,1.4400000 
10.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
100.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
0.1000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0301000 ,0.7600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0303000 ,0.7700000 
1.0000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0304000 ,0.7900000 
10.0000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0304000 ,0.7900000 
100.0000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0304000 ,0.7900000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0304000 ,0.7900000 
0.1000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0303000 ,0.7600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0305000 ,0.7800000 
1.0000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0306000 ,0.7900000 
10.0000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0306000 ,0.8000000 
100.0000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0306000 ,0.8000000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0306000 ,0.8000000 
0.1000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0306000 ,0.7600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0307000 ,0.7800000 
1.0000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0308000 ,0.8000000 
10.0000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0308000 ,0.8000000 
100.0000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0309000 ,0.8000000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0309000 ,0.8000000 
0.1000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0301000 ,0.7600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0321000 ,0.8000000 
1.0000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0322000 ,0.8200000 
10.0000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0322000 ,0.8200000 
100.0000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0322000 ,0.8200000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0322000 ,0.8200000 
0.1000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0600000 ,0.0303000 ,0.7600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0600000 ,0.0345000 ,0.8300000 
1.0000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0600000 ,0.0346000 ,0.8500000 
10.0000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0600000 ,0.0346000 ,0.8600000 
100.0000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0600000 ,0.0346000 ,0.8600000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,5.0000000 ,100.0000000 ,0.0600000 ,0.0346000 ,0.8600000 
0.1000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0600000 ,0.0306000 ,0.7600000 
0.2000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0600000 ,0.0352000 ,0.8400000 
1.0000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0600000 ,0.0354000 ,0.8700000 
10.0000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0600000 ,0.0354000 ,0.8700000 
100.0000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0600000 ,0.0354000 ,0.8700000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,10.0000000 ,100.0000000 ,0.0600000 ,0.0354000 ,0.8700000 
0.1000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0600000 ,0.0319000 ,0.7800000 
0.2000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0600000 ,0.0359000 ,0.8500000 
1.0000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0600000 ,0.0361000 ,0.8800000 
10.0000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0600000 ,0.0361000 ,0.8800000 
100.0000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0600000 ,0.0361000 ,0.8800000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,30.0000000 ,100.0000000 ,0.0600000 ,0.0361000 ,0.8800000 
0.1000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0600000 ,0.0343000 ,0.8000000 
0.2000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0600000 ,0.0362000 ,0.8500000 
1.0000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0600000 ,0.0363000 ,0.8800000 
10.0000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0600000 ,0.0363000 ,0.8900000 
100.0000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0600000 ,0.0364000 ,0.8900000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,90.0000000 ,100.0000000 ,0.0600000 ,0.0364000 ,0.8900000 
0.1000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0600000 ,0.0350000 ,0.8100000 
0.2000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0600000 ,0.0362000 ,0.8500000 
1.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0600000 ,0.0363000 ,0.8800000 
10.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0600000 ,0.0364000 ,0.8900000 
100.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0600000 ,0.0364000 ,0.8900000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,0.0600000 ,0.0364000 ,0.8900000 
0.1000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0600000 ,0.0357000 ,0.8100000 
0.2000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0600000 ,0.0363000 ,0.8500000 
1.0000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0600000 ,0.0364000 ,0.8800000 
10.0000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0600000 ,0.0364000 ,0.8900000 
100.0000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0600000 ,0.0365000 ,0.8900000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,300.0000000 ,100.0000000 ,0.0600000 ,0.0365000 ,0.8900000 
0.1000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0600000 ,0.0359000 ,0.8100000 
0.2000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0600000 ,0.0363000 ,0.8500000 
1.0000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0600000 ,0.0364000 ,0.8800000 
10.0000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0600000 ,0.0365000 ,0.8900000 
100.0000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0600000 ,0.0365000 ,0.8900000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,500.0000000 ,100.0000000 ,0.0600000 ,0.0365000 ,0.8900000 
0.1000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0600000 ,0.0360000 ,0.8100000 
0.2000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0600000 ,0.0363000 ,0.8500000 
1.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0600000 ,0.0364000 ,0.8800000 
10.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0600000 ,0.0365000 ,0.8900000 
100.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0600000 ,0.0365000 ,0.8900000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0600000 ,0.0365000 ,0.8900000 
